bowl_name,knowledge_motion,knowledge_mixing_tool,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,execution_time_s,failure_count,failure_reasons
bowl_0007,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0007,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.634764,3.825672,0.996814,map,0.0,0.0,0.0,0.0,,,,2.634764,3.825672,0.996814,0.0,0.0,0.339208,0.940712,0.0,-0.0,0.692149,,,,,,,,,,,,,,Whisking,,,0,39.3562,0,
bowl_0008,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0008,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,2.768371,1.919444,0.996814,map,0.0,0.0,0.0,0.0,,,,2.768371,1.919444,0.996814,0.0,0.0,-0.633912,0.773405,0.0,-0.0,-1.373201,,,,,,,,,,,,,,Whisking,,,0,31.5799,0,
bowl_0009,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0009,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.694787,3.463516,0.996814,map,0.0,0.0,0.0,0.0,,,,2.694787,3.463516,0.996814,0.0,0.0,-0.181039,0.983476,0.0,-0.0,-0.364087,,,,,,,,,,,,,,Whisking,,,0,41.1931,0,
bowl_0010,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0010,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,2.931781,2.809759,0.996814,map,0.0,0.0,0.0,0.0,,,,2.931781,2.809759,0.996814,0.0,0.0,0.629355,0.777118,0.0,-0.0,1.361445,,,,,,,,,,,,,,Whisking,,,0,29.3258,0,
bowl_0011,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0011,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.506552,3.146948,0.996814,map,0.0,0.0,0.0,0.0,,,,2.506552,3.146948,0.996814,0.0,0.0,-0.83395,0.551839,0.0,-0.0,-1.972456,,,,,,,,,,,,,,Whisking,,,0,45.8907,0,
bowl_0012,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0012,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.460517,3.377269,0.996814,map,0.0,0.0,0.0,0.0,,,,2.460517,3.377269,0.996814,0.0,0.0,0.107246,0.994232,0.0,-0.0,0.214906,,,,,,,,,,,,,,Whisking,,,0,33.7451,0,
bowl_0013,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0013,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.483153,1.85098,0.996814,map,0.0,0.0,0.0,0.0,,,,2.483153,1.85098,0.996814,0.0,0.0,0.920686,-0.390305,0.0,-0.0,-2.339667,,,,,,,,,,,,,,Whisking,,,0,38.8801,0,
bowl_0014,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0014,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.902624,1.577707,0.996814,map,0.0,0.0,0.0,0.0,,,,2.902624,1.577707,0.996814,0.0,0.0,0.611798,0.791014,0.0,-0.0,1.316664,,,,,,,,,,,,,,Whisking,,,0,27.6838,0,
bowl_0015,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0015,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.494799,2.190297,0.996814,map,0.0,0.0,0.0,0.0,,,,2.494799,2.190297,0.996814,0.0,0.0,0.849041,0.528326,0.0,-0.0,2.028337,,,,,,,,,,,,,,Whisking,,,0,35.9118,0,
bowl_0016,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0016,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,3.013354,2.096104,0.996814,map,0.0,0.0,0.0,0.0,,,,3.013354,2.096104,0.996814,0.0,0.0,0.496838,0.867844,0.0,-0.0,1.039902,,,,,,,,,,,,,,Whisking,,,0,36.0465,0,
bowl_0017,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0017,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.821728,2.542831,0.996814,map,0.0,0.0,0.0,0.0,,,,2.821728,2.542831,0.996814,0.0,0.0,0.999921,-0.012573,0.0,-0.0,-3.116447,,,,,,,,,,,,,,Whisking,,,0,39.5765,0,
bowl_0018,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0018,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.543294,2.429295,0.996814,map,0.0,0.0,0.0,0.0,,,,2.543294,2.429295,0.996814,0.0,0.0,0.726139,0.687548,0.0,-0.0,1.62538,,,,,,,,,,,,,,Whisking,,,0,31.3595,0,
bowl_0019,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0019,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,0.287221,3.043285,0.9705,map,0.0,0.0,0.0,0.0,,,,0.287221,3.043285,0.9705,0.0,0.0,-0.251818,0.967775,0.0,-0.0,-0.509117,,,,,,,,,,,,,,Whisking,,,0,44.0957,0,
bowl_0020,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0020,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,rollin_justin,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,0.243809,3.532266,0.9705,map,0.0,0.0,0.0,0.0,,,,0.243809,3.532266,0.9705,0.0,0.0,0.99851,0.054567,0.0,-0.0,3.032405,,,,,,,,,,,,,,Whisking,,,0,150.8208,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 550 ticks in MixingAction (status=wiggle, max link displacement 0.04273m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 575 ticks in MixingAction (status=wiggle, max link displacement 0.03340m over 25 ticks)."
bowl_0021,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0021,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,rollin_justin,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,0.395586,3.308181,0.9705,map,0.0,0.0,0.0,0.0,,,,0.395586,3.308181,0.9705,0.0,0.0,0.934689,0.355467,0.0,-0.0,2.414765,,,,,,,,,,,,,,Whisking,,,0,146.1482,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.02770m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.03043m over 25 ticks)."
bowl_0022,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0022,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,4.984647,4.079512,0.772643,map,0.0,0.0,0.0,0.0,,,,4.984647,4.079512,0.772643,0.0,0.0,-0.380341,0.924846,0.0,-0.0,-0.780331,,,,,,,,,,,,,,Whisking,,,0,58.4444,0,
bowl_0023,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0023,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,4.924028,3.431018,0.772643,map,0.0,0.0,0.0,0.0,,,,4.924028,3.431018,0.772643,0.0,0.0,0.433751,0.901033,0.0,-0.0,0.897303,,,,,,,,,,,,,,Whisking,,,0,39.7326,0,
bowl_0024,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0024,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,5.165154,4.493756,0.772643,map,0.0,0.0,0.0,0.0,,,,5.165154,4.493756,0.772643,0.0,0.0,0.138559,0.990354,0.0,-0.0,0.278012,,,,,,,,,,,,,,Whisking,,,0,42.4766,0,
bowl_0025,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0025,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,4.929762,3.781882,0.772643,map,0.0,0.0,0.0,0.0,,,,4.929762,3.781882,0.772643,0.0,0.0,-0.327015,0.945019,0.0,-0.0,-0.666286,,,,,,,,,,,,,,Whisking,,,0,51.4114,0,
bowl_0026,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0026,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,4.828835,4.403543,0.772643,map,0.0,0.0,0.0,0.0,,,,4.828835,4.403543,0.772643,0.0,0.0,0.905511,-0.424324,0.0,-0.0,-2.265163,,,,,,,,,,,,,,Whisking,,,0,42.758,0,
bowl_0027,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0027,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,5.208106,3.621906,0.772643,map,0.0,0.0,0.0,0.0,,,,5.208106,3.621906,0.772643,0.0,0.0,0.126528,0.991963,0.0,-0.0,0.253737,,,,,,,,,,,,,,Whisking,,,0,40.9203,0,
bowl_0028,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0028,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,5.17722,3.878066,0.772643,map,0.0,0.0,0.0,0.0,,,,5.17722,3.878066,0.772643,0.0,0.0,0.561645,0.827378,0.0,-0.0,1.192746,,,,,,,,,,,,,,Whisking,,,0,36.616,0,
bowl_0029,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9c829779-25ba-4df8-b339-fa032e6547a4,bowl_0029,4229055277,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,5.236715,4.070141,0.772643,map,0.0,0.0,0.0,0.0,,,,5.236715,4.070141,0.772643,0.0,0.0,0.151836,0.988406,0.0,-0.0,0.30485,,,,,,,,,,,,,,Whisking,,,0,47.3767,0,
bowl_0001,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0001,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,stretch,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.828309,2.131098,0.996814,map,0.0,0.0,0.0,0.0,,,,2.828309,2.131098,0.996814,0.0,0.0,0.093655,0.995605,0.0,-0.0,0.187586,,,,,,,,,,,,,,Whisking,,,0,6.2921,0,
bowl_0002,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0002,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,stretch,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.625698,4.062338,0.996814,map,0.0,0.0,0.0,0.0,,,,2.625698,4.062338,0.996814,0.0,0.0,0.010185,0.999948,0.0,-0.0,0.02037,,,,,,,,,,,,,,Whisking,,,0,6.6149,0,
bowl_0003,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0003,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,stretch,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.90172,3.490094,0.996814,map,0.0,0.0,0.0,0.0,,,,2.90172,3.490094,0.996814,0.0,0.0,0.93699,0.349357,0.0,-0.0,2.427824,,,,,,,,,,,,,,Whisking,,,0,9.9766,0,
bowl_0004,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0004,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,stretch,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.495877,1.879512,0.996814,map,0.0,0.0,0.0,0.0,,,,2.495877,1.879512,0.996814,0.0,0.0,0.442481,0.896778,0.0,-0.0,0.916726,,,,,,,,,,,,,,Whisking,,,0,13.4156,0,
bowl_0005,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0005,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,stretch,failed,,whisk_left,primary,1,0,1,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,2.927073,2.808592,0.996814,map,0.0,0.0,0.0,0.0,,,,2.927073,2.808592,0.996814,0.0,0.0,0.975651,0.219328,0.0,-0.0,2.699341,,,,,,,,,,,,,,Whisking,,,0,23.3154,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in MixingAction (status=stagnant, max link displacement 0.00031m over 25 ticks)."
bowl_0006,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0006,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,stretch,failed,,whisk_left,primary,1,0,1,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.756463,3.126617,0.996814,map,0.0,0.0,0.0,0.0,,,,2.756463,3.126617,0.996814,0.0,0.0,0.992826,-0.119572,0.0,-0.0,-2.901876,,,,,,,,,,,,,,Whisking,,,0,25.1946,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in MixingAction (status=stagnant, max link displacement 0.00059m over 25 ticks)."
bowl_0007,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0007,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,stretch,failed,,whisk_left,primary,1,0,1,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.609358,1.45993,0.996814,map,0.0,0.0,0.0,0.0,,,,2.609358,1.45993,0.996814,0.0,0.0,0.987453,0.15791,0.0,-0.0,2.824444,,,,,,,,,,,,,,Whisking,,,0,29.8592,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00614m over 25 ticks)."
bowl_0008,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0008,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,stretch,failed,,whisk_left,primary,1,0,1,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.598014,3.751426,0.996814,map,0.0,0.0,0.0,0.0,,,,2.598014,3.751426,0.996814,0.0,0.0,0.162425,0.986721,0.0,-0.0,0.326296,,,,,,,,,,,,,,Whisking,,,0,25.6533,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in MixingAction (status=stagnant, max link displacement 0.00021m over 25 ticks)."
bowl_0009,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0009,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,stretch,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.83154,2.500177,0.996814,map,0.0,0.0,0.0,0.0,,,,2.83154,2.500177,0.996814,0.0,0.0,-0.384499,0.923126,0.0,-0.0,-0.789329,,,,,,,,,,,,,,Whisking,,,0,14.2318,0,
bowl_0010,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0010,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,stretch,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.83345,1.778636,0.996814,map,0.0,0.0,0.0,0.0,,,,2.83345,1.778636,0.996814,0.0,0.0,0.981662,0.190632,0.0,-0.0,2.75798,,,,,,,,,,,,,,Whisking,,,0,14.7752,0,
bowl_0011,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,5b1d37d6-e0d4-41ca-abfa-9c0f15a1a1b4,bowl_0011,2029749140,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,stretch,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.66123,2.682891,0.996814,map,0.0,0.0,0.0,0.0,,,,2.66123,2.682891,0.996814,0.0,0.0,-0.288638,0.957438,0.0,-0.0,-0.585608,,,,,,,,,,,,,,Whisking,,,0,15.2817,0,
